
Int Temp 1	Int Temp 2	Int Temp 3	Int Temp 4	Int Temp 5	Ext Temp 1	Ext Temp 2	Pressure	Humidity	UDOO Temo	Spec Temp	ADS Temp	Time
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:00 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:02 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:05 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:07 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:09 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:11 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:13 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:15 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:17 2018
25	26	0	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:19 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:21 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:23 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:25 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:27 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:29 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:31 2018
25	0	0	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:34 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:36 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:38 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:40 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:42 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:44 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:46 2018
25	0	0	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:48 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:50 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:52 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:54 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:56 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:44:58 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:00 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:02 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:04 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:06 2018
25	0	0	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:09 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:11 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:13 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:15 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:17 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:19 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:21 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:23 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:25 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:27 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:29 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:31 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:33 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:35 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:37 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:40 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:42 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:44 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:46 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:48 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:50 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:52 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:54 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:56 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:45:58 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:00 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:02 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:04 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:06 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:09 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:11 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:13 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:15 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:17 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:19 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:21 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:23 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:25 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:27 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:29 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:31 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:33 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:35 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:37 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:40 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:42 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:44 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:46 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:48 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:50 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:46:52 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:54 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:56 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:46:58 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:00 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:02 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:04 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:06 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:08 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:11 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:13 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:15 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:17 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:19 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:21 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:23 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:25 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:27 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:29 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:31 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:33 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:35 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:37 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:39 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:41 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:44 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:46 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:48 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:50 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:52 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:54 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:56 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:47:58 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:00 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:02 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:04 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:06 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:08 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:10 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:13 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:15 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:17 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:19 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:21 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:23 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:25 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:27 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:29 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:31 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:33 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:35 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:37 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:39 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:41 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:44 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:46 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:48 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:50 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:52 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:54 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:56 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:48:58 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:49:00 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:49:02 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:49:04 2018
25	26	26	0	0	22	24	0	0	39	0	0	Thu Apr 19 20:49:06 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:08 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:10 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:12 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:15 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:17 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:19 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:21 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:23 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:25 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:27 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:29 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:31 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:33 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:35 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:37 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:39 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:41 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:44 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:46 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:48 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:50 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:52 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:54 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:56 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:49:58 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:00 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:02 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:04 2018
25	26	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:06 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:08 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:10 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:13 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:15 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:17 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:19 2018
25	26	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:21 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:23 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:25 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:27 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:29 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:31 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:33 2018
25	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:35 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:37 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:39 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:42 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:44 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:46 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:48 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:50 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:52 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:54 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:56 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:50:58 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:00 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:02 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:04 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:06 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:08 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:10 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:12 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:15 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:17 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:19 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:21 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:23 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:25 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:27 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:29 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:31 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:33 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:35 2018
25	26	26	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:37 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:39 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:41 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:44 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:46 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:48 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:50 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:52 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:54 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:56 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:51:58 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:00 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:02 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:04 2018
25	26	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:06 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:09 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:11 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:13 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:15 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:17 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:19 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:21 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:23 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:25 2018
25	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:27 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:29 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:31 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:33 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:35 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:37 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:40 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:42 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:44 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:46 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:48 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:50 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:52 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:54 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:56 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:52:58 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:00 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:02 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:04 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:06 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:09 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:11 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:13 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:15 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:17 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:19 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:21 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:23 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:25 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:27 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:29 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:31 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:33 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:35 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:37 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:39 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:42 2018
25	0	0	0	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:44 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:53:46 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:48 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:50 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:52 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:54 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:56 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:53:58 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:00 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:02 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:04 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:06 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:09 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:11 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:13 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:15 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:17 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:19 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:21 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:23 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:25 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:27 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:29 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:31 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:54:33 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:35 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:54:37 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:40 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:42 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:44 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:46 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:48 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:50 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:52 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:54 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:54:56 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:54:58 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:00 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:02 2018
25	26	26	25	0	20	24	0	0	39	0	0	Thu Apr 19 20:55:09 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:11 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:13 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:15 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:17 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:19 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:21 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:23 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:25 2018
25	26	26	25	0	21	24	0	0	39	0	0	Thu Apr 19 20:55:27 2018
